;Bosch CX 4;Specialized 2.2;Pinion MGU;Shimano EP801;DJI Avinox;Bosch CX 5 (100 Nm);Gobao P101;Mahle M40
00:08:02;96,37521112;96,29440978;97,87691141;98,58409422;93,74913182;96,39748549;98,13720022;98,22877385
00:08:03;96,42717942;96,4726856;97,92746114;98,62379251;93,63800528;96,25241779;97,96988288;98,25162839
00:08:04;96,41418735;96,35807971;97,9906483;98,68995633;94,23531046;96,39748549;98,14835471;98,12592847
00:08:05;96,46615565;96,34534573;97,87691141;98,55762869;94,05472982;96,21615087;98,08142777;98,21734659
00:08:06;96,57009224;96,38354769;97,87691141;98,6634908;94,44367273;96,19197292;98,13720022;98,12592847
00:08:07;96,46615565;96,30714377;97,83899912;98,63702527;94,27698291;95,85348162;98,08142777;98,21734659
00:08:08;96,51812394;96,42174965;97,96537344;98,39883552;94,92985137;95,79303675;98,08142777;98,0802194
00:08:09;96,41418735;96,24347383;98,04119803;98,49146487;94,76316155;95,36992263;98,0591188;98,18306479
00:08:10;96,54410809;96,42174965;97,86427398;98,45176657;95,01319628;95,14023211;97,98103737;98,1145012
00:08:11;96,49213979;96,28167579;97,90218628;98,35913722;94,804834;94,70502901;98,0591188;98,12592847
00:08:12;96,32324282;96,31987775;97,91482371;98,59732698;95,24934019;94,70502901;97,98103737;98,03451034
00:08:13;95,9724568;96,35807971;98,01592316;98,5179304;95,4854841;94,48742747;98,13720022;98,148783
00:08:14;95,84253605;96,23073984;98,00328573;98,3326717;95,95777191;94,62040619;98,0591188;98,01165581
00:08:15;95,7645836;96,43448364;97,94009857;98,50469763;96,15224337;94,43907157;98,22643614;98,1145012
00:08:16;95,69962323;96,25620782;98,00328573;98,42530105;96,37449646;94,58413926;98,09258226;97,97737401
00:08:17;95,69962323;96,48541958;97,90218628;98,37236999;96,47173219;94,16102515;98,13720022;98,12592847
00:08:18;95,82954398;96,33261174;97,97801087;98,57086145;96,54118628;94,0884913;97,98103737;98,06879214
00:08:19;96,19332207;96,3708137;97,86427398;98,41206828;96,80511182;93,76208897;98,04796431;98,03451034
00:08:20;96,2842666;96,28167579;97,952736;98,34590446;96,73565773;93,85880077;97,98103737;97,95451948
00:08:21;96,36221905;96,20527187;97,97801087;98,57086145;97,01347409;93,67746615;98,04796431;98,1145012
00:08:22;96,31025075;96,28167579;97,85163655;98,4782321;96,90234755;93,66537718;98,07027328;98,01165581
00:08:23;96,24529037;96,19253788;97,81372425;98,4782321;97,23572718;93,15764023;98,10373675;98,06879214
00:08:24;95,99844095;96,35807971;97,81372425;98,63702527;97,02736491;93,10928433;98,0591188;97,92023769
00:08:25;95,80355983;96,19253788;97,94009857;98,46499934;97,30518128;92,83123791;98,00334635;98,06879214
00:08:26;95,7645836;96,29440978;97,88954884;98,49146487;97,05514655;92,84332689;98,08142777;98,04593761
00:08:27;95,66064701;96,25620782;97,85163655;98,58409422;97,41630782;92,63781431;98,03680982;98,00022855
00:08:28;95,72560738;96,12886795;97,96537344;98,39883552;97,08292818;92,77079304;98,14835471;97,85167409
00:08:29;95,63466286;96,20527187;97,82636168;98,53116316;97,43019864;92,60154739;98,00334635;98,05736487
00:08:30;95,73859945;96,10339997;97,97801087;98,55762869;97,16627309;92,74661509;98,12604573;97,90881042
00:08:31;95,62167078;96,31987775;97,97801087;98,3326717;97,44408946;92,68617021;98,0591188;98,00022855
00:08:32;95,82954398;96,20527187;98,0285606;98,4782321;97,15238228;92,68617021;98,11489124;97,90881042
00:08:33;96,05040925;96,20527187;97,90218628;98,49146487;97,43019864;91,98500967;97,9475739;98,00022855
00:08:34;96,15434585;96,1798039;97,76317452;98,37236999;97,11070982;91,6827853;98,04796431;97,90881042
00:08:35;96,0244251;96,14160194;97,71262479;98,49146487;97,51354355;91,24758221;97,95872839;97,98880128
00:08:36;95,8165519;96,23073984;97,75053709;98,45176657;97,18016391;91,25967118;97,96988288;97,93166495
00:08:37;95,79056775;96,09066599;97,83899912;98,34590446;97,31907209;91,06624758;97,92526492;98,0802194
00:08:38;95,68663115;96,26894181;97,72526223;98,49146487;97,02736491;91,15087041;97,98103737;97,88595589
00:08:39;95,73859945;96,09066599;97,86427398;98,38560275;97,38852618;90,99371373;97,95872839;97,98880128
00:08:40;95,60867871;96,19253788;97,82636168;98,34590446;97,20794555;91,13878143;97,90295594;97,92023769
00:08:41;95,73859945;96,09066599;97,78844939;98,45176657;97,33296291;91,07833656;98,01450084;98,03451034
00:08:42;95,62167078;95,98879409;97,96537344;98,3326717;97,12460064;91,18713733;97,96988288;97,96594675
00:08:43;95,66064701;96,11613396;97,83899912;98,34590446;97,249618;91,05415861;98,02565533;98,02308308
00:08:44;95,63466286;95,98879409;97,94009857;98,4782321;97,01347409;91,19922631;97,92526492;97,94309222
00:08:45;95,66064701;96,19253788;97,90218628;98,3326717;97,05514655;91,11460348;98,07027328;98,1145012
00:08:46;95,7126153;96,02699605;97,92746114;98,39883552;97,08292818;91,24758221;97,95872839;97,98880128
00:08:47;95,60867871;96,14160194;97,87691141;98,50469763;96,98569246;91,15087041;98,01450084;98,0802194
00:08:48;95,64765493;96,05246403;97,76317452;98,3326717;97,01347409;91,16295938;97,88064696;98,00022855
00:08:49;95,54371833;96,01426207;98,00328573;98,43853381;96,80511182;91,11460348;97,96988288;98,04593761
00:08:50;95,67363908;96,06519801;97,81372425;98,53116316;96,80511182;91,16295938;97,90295594;97,92023769
00:08:51;95,58269456;95,95059213;97,82636168;98,3326717;96,52729546;91,00580271;97,92526492;98,01165581
00:08:52;95,75159153;96,12886795;97,80108682;98,50469763;96,62453118;91,09042553;97,89180145;97,92023769
00:08:53;95,90749643;95,98879409;97,71262479;98,46499934;96,37449646;90,89700193;97,93641941;98,04593761
00:08:54;96,15434585;96,02699605;97,80108682;98,22680958;96,30504237;90,99371373;97,96988288;97,88595589
00:08:55;96,25828245;96,03973004;97,71262479;98,38560275;96,09668009;90,83655706;97,92526492;97,94309222
00:08:56;96,27127452;96,05246403;97,87691141;98,27974064;96,180025;90,76402321;98,00334635;97,92023769
00:08:57;96,3362349;96,14160194;97,68734993;98,17387852;95,99944437;90,54642166;97,99219186;97,93166495
00:08:58;96,10237755;96,00152808;97,81372425;98,45176657;96,027226;90,42553191;98,03680982;97,84024683
00:08:59;95,99844095;96,14160194;97,83899912;98,35913722;95,74940964;90,35299807;97,89180145;97,94309222
00:09:00;95,7645836;96,09066599;97,73789966;98,21357682;96,04111682;90,35299807;97,98103737;97,86310136
00:09:01;95,7126153;96,09066599;97,73789966;98,42530105;95,77719128;90,23210832;97,92526492;97,94309222
00:09:02;95,54371833;95,9760601;97,64943763;98,25327511;96,09668009;90,28046422;97,99219186;97,8173923
00:09:03;95,59568663;95,91239017;97,83899912;98,21357682;95,77719128;90,26837524;97,91411043;97,76025597
00:09:04;95,56970248;96,00152808;97,71262479;98,42530105;96,027226;90,34090909;98,04796431;97,79453777
00:09:05;95,58269456;95,95059213;97,64943763;98,26650787;95,69384637;90,32882012;98,02565533;97,79453777
00:09:06;95,58269456;96,15433592;97,73789966;98,24004234;96,27726073;90,24419729;97,98103737;97,8173923
00:09:07;95,56970248;96,03973004;97,72526223;98,43853381;95,99944437;90,15957447;97,95872839;97,8173923
00:09:08;95,68663115;96,11613396;97,80108682;98,24004234;96,31893319;90,08704062;98,00334635;97,76025597
00:09:09;95,55671041;96,03973004;97,68734993;98,26650787;95,99944437;90,01450677;97,98103737;97,7831105
00:09:10;95,63466286;96,06519801;97,94009857;98,46499934;96,29115155;90,07495164;97,89180145;97,84024683
00:09:11;95,53072626;96,11613396;97,952736;98,30620617;95,86053619;89,88152805;97,91411043;97,73740144
00:09:12;95,54371833;95,9760601;97,75053709;98,42530105;96,05500764;89,7122824;97,836029;97,7831105
00:09:13;95,46576588;96,06519801;97,77581196;98,4782321;95,73551882;89,6155706;97,89180145;97,70311964
00:09:14;95,49175003;95,96332612;97,69998736;98,27974064;95,99944437;89,4705029;97,78025655;97,74882871
00:09:15;95,49175003;96,01426207;97,87691141;98,38560275;95,81886373;89,43423598;97,85833798;97,66883785
00:09:16;95,45277381;95,92512416;97,77581196;98,34590446;96,01333519;89,34961315;97,74679308;97,74882871
00:09:17;95,56970248;95,93785814;97,83899912;98,22680958;95,84664537;89,38588008;97,78025655;97,77168324
00:09:18;95,42678966;96,09066599;97,81372425;98,43853381;95,99944437;89,3254352;97,7244841;97,87452863
00:09:19;95,54371833;95,9760601;97,80108682;98,3326717;95,99944437;89,3737911;97,76910206;97,70311964
00:09:20;95,46576588;96,077932;97,94009857;98,22680958;96,29115155;89,31334623;97,79141104;97,85167409
00:09:21;95,67363908;95,96332612;97,80108682;98,39883552;96,52729546;89,43423598;97,82487451;97,73740144
00:09:22;95,46576588;96,05246403;97,88954884;98,27974064;96,62453118;89,36170213;97,76910206;97,82881956
00:09:23;95,23190854;95,8869222;97,85163655;98,24004234;96,86067509;89,3737911;97,79141104;97,68026511
00:09:24;94,97206704;95,87418821;97,81372425;98,39883552;96,76343937;89,30125725;97,81372002;97,77168324
00:09:25;94,88112252;95,95059213;97,81372425;98,24004234;96,94402;89,31334623;97,7244841;97,68026511
00:09:26;94,89411459;95,8869222;97,64943763;98,24004234;96,81900264;88,89023211;97,76910206;97,76025597
00:09:27;94,77718592;96,01426207;97,78844939;98,42530105;97,02736491;88,70889749;97,7244841;97,57741972
00:09:28;94,81616214;95,89965618;97,68734993;98,22680958;96,74954855;88,60009671;97,80256553;97,70311964
00:09:29;94,71222554;96,01426207;97,80108682;98,30620617;96,83289346;88,73307544;97,71332962;97,64598332
00:09:30;94,84214629;95,8869222;97,80108682;98,42530105;96,65231282;88,56382979;97,81372002;97,68026511
00:09:31;94,64726517;95,91239017;97,73789966;98,27974064;96,86067509;88,62427466;97,74679308;97,60027425
00:09:32;94,73820969;95,87418821;97,83899912;98,39883552;96,59674955;88,58800774;97,80256553;97,71454691
00:09:33;94,62128102;95,83598625;97,68734993;98,43853381;96,93012918;88,74516441;97,71332962;97,63455605
00:09:34;94,73820969;95,91239017;97,90218628;98,21357682;96,51340464;88,53965184;97,81372002;97,69169238
00:09:35;95,10198779;95,79778429;97,72526223;98,42530105;96,91623837;88,66054159;97,76910206;97,5202834
00:09:36;95,25789269;95,91239017;97,73789966;98,3326717;96,485623;88,50338491;97,79141104;97,65741058
00:09:37;95,36182928;95,7850503;97,64943763;98,1077147;96,94402;88,64845261;97,80256553;97,57741972
00:09:38;95,33584513;95,86145422;97,61152534;98,26650787;96,44395055;88,43085106;97,82487451;97,66883785
00:09:39;95,45277381;95,96332612;97,80108682;98,22680958;96,74954855;88,49129594;97,84718349;97,62312879
00:09:40;95,06301156;95,84872023;97,57361304;98,14741299;96,34671482;88,34622824;97,82487451;97,80596503
00:09:41;94,92009874;95,91239017;97,80108682;98,39883552;96,74954855;88,44294004;97,90295594;97,64598332
00:09:42;94,69923347;95,7850503;97,69998736;98,24004234;96,41616891;88,29787234;97,88064696;97,76025597
00:09:43;94,73820969;95,81051827;97,71262479;98,17387852;96,68009446;88,41876209;97,89180145;97,62312879
00:09:44;94,67324932;95,75958233;97,77581196;98,35913722;96,40227809;87,95938104;97,80256553;97,69169238
00:09:45;94,67324932;95,79778429;97,61152534;98,13418023;96,65231282;88,12862669;97,836029;97,64598332
00:09:46;94,89411459;95,83598625;97,77581196;98,12094747;96,485623;88,03191489;97,78025655;97,77168324
00:09:47;95,08899571;95,75958233;97,69998736;98,37236999;96,638422;88,05609284;97,84718349;97,68026511
00:09:48;95,36182928;95,91239017;97,76317452;98,16064576;96,52729546;87,89893617;97,75794757;97,82881956
00:09:49;95,33584513;95,81051827;97,71262479;98,12094747;96,68009446;87,99564797;97,82487451;97,55456519
00:09:50;95,43978173;95,92512416;97,56097561;98,3326717;96,49951382;87,75386847;97,71332962;97,73740144
00:09:51;95,38781343;95,79778429;97,69998736;98,12094747;96,44395055;87,86266925;97,74679308;97,5202834
00:09:52;95,34883721;95,82325226;97,6368002;98,18711129;96,29115155;87,66924565;97,7244841;97,69169238
00:09:53;95,02403534;95,81051827;97,78844939;98,25327511;96,36060564;87,8384913;97,79141104;97,5202834
00:09:54;94,85513837;95,72138036;97,62416277;97,98861982;96,44395055;87,63297872;97,81372002;97,65741058
00:09:55;94,75120177;95,84872023;97,72526223;98,09448194;96,27726073;87,6934236;97,78025655;97,4860016
00:09:56;94,69923347;95,74684834;97,61152534;98,25327511;96,29115155;87,5;97,79141104;97,73740144
00:09:57;94,77718592;95,79778429;97,56097561;98,01508535;96,16613419;87,63297872;97,75794757;97,4860016
00:09:58;94,63427309;95,69591239;97,78844939;98,20034405;96,27726073;87,5;97,80256553;97,64598332
00:09:59;94,71222554;95,87418821;97,56097561;98,18711129;96,09668009;87,66924565;97,67986615;97,4517198
00:10:00;94,51734442;95,83598625;97,66207507;98,04155088;96,20780664;87,46373308;97,74679308;97,62312879
00:10:01;94,66025724;95,73411435;97,58625047;98,18711129;96,027226;87,56044487;97,69102064;97,4517198
00:10:02;94,60828894;95,72138036;97,69998736;98,09448194;96,20780664;87,42746615;97,79141104;97,63455605
00:10:03;94,69923347;95,72138036;97,71262479;98,01508535;95,94388109;87,56044487;97,7244841;97,41743801
00:10:04;94,67324932;95,75958233;97,61152534;98,22680958;96,11057091;87,42746615;97,78025655;97,69169238
00:10:05;94,68624139;95,67044442;97,90218628;98,04155088;95,83275455;87,47582205;97,69102064;97,44029254
00:10:06;94,71222554;95,77231631;97,64943763;98,1077147;96,11057091;87,28239845;97,7244841;97,53171066
00:10:07;94,62128102;95,72138036;97,75053709;98,26650787;95,67995555;87,19777563;97,65755717;97,40601074
00:10:08;94,72521762;95,70864638;97,66207507;98,01508535;95,91609946;87,12524178;97,73563859;97,61170152
00:10:09;94,56931272;95,73411435;97,69998736;98,05478364;95,568829;87,05270793;97,66871166;97,42886527
00:10:10;94,75120177;95,69591239;97,77581196;98,26650787;95,77719128;86,83510638;97,6240937;97,50885613
00:10:11;94,62128102;95,82325226;97,48515102;97,97538706;95,34657591;86,83510638;97,63524819;97,30316535
00:10:12;94,71222554;95,72138036;97,6747125;98,05478364;95,54104737;86,71421663;97,60178472;97,4517198
00:10:13;94,63427309;95,79778429;97,49778845;98,18711129;95,13821364;86,71421663;97,63524819;97,36030168
00:10:14;94,67324932;95,69591239;97,6368002;97,98861982;95,263231;86,65377176;97,55716676;97,49742887
00:10:15;94,66025724;95,72138036;97,78844939;98,20034405;94,86039728;86,65377176;97,61293921;97,42886527
00:10:16;94,62128102;95,74684834;97,59888791;98,22680958;95,12432282;86,50870406;97,56832125;97,5202834
00:10:17;94,67324932;95,6831784;97,66207507;97,93568877;94,58258091;86,54497099;97,66871166;97,4517198
00:10:18;94,50435235;95,81051827;97,42196386;98,22680958;94,61036255;86,53288201;97,56832125;97,54313793
00:10:19;94,62128102;95,67044442;97,66207507;98,21357682;94,27698291;86,53288201;97,64640268;97,4517198
00:10:20;94,58230479;95,70864638;97,51042588;97,90922324;94,49923601;86,53288201;97,56832125;97,57741972
00:10:21;94,66025724;95,65771043;97,51042588;98,16064576;94,02694819;86,53288201;97,63524819;97,4860016
00:10:22;94,55632064;95,6831784;97,57361304;98,02831812;94,05472982;86,56914894;97,63524819;97,4517198
00:10:23;94,66025724;95,64497644;97,44723872;97,89599047;93,56855119;86,58123791;97,76910206;97,44029254
00:10:24;94,62128102;95,59404049;97,75053709;98,22680958;93,69356855;86,50870406;97,71332962;97,46314707
00:10:25;94,62128102;95,67044442;97,64943763;98,05478364;93,37407973;86,09767892;97,7244841;97,39458348
00:10:26;94,66025724;95,60677448;97,72526223;97,97538706;93,40186137;86,15812379;97,7244841;97,42886527
00:10:27;94,4783682;95,72138036;97,66207507;98,26650787;92,98513682;86,12185687;97,69102064;97,37172895
00:10:28;94,1665584;95,65771043;97,53570075;98,08124917;93,02680928;85,94052224;97,70217513;97,4517198
00:10:29;94,20553462;95,63224246;97,77581196;98,06801641;92,66564801;85,7229207;97,6240937;97,44029254
00:10:30;94,46537612;95,67044442;97,58625047;98,3326717;92,62397555;85,55367505;97,65755717;97,36030168
00:10:31;94,43939197;95,61950847;97,80108682;98,06801641;92,2767051;85,66247582;97,63524819;97,42886527
00:10:32;94,60828894;95,65771043;97,6747125;98,06801641;92,34615919;86,15812379;97,71332962;97,42886527
00:10:33;94,54332857;95,53037056;97,6747125;98,25327511;92,26281428;85,83172147;97,55716676;97,40601074
00:10:34;94,54332857;95,61950847;97,57361304;97,93568877;92,23503264;85,5294971;97,65755717;97,41743801
00:10:35;94,58230479;95,55583853;97,56097561;98,08124917;91,92943464;85,094294;97,54601227;97,34887441
00:10:36;94,54332857;95,59404049;97,82636168;98,25327511;91,87387137;85,5294971;97,59063023;97,33744715
00:10:37;94,62128102;95,63224246;97,59888791;97,96215429;91,77663564;85,66247582;97,50139431;97,37172895
00:10:38;94,50435235;95,63224246;97,75053709;98,05478364;91,63772746;85,577853;97,64640268;97,24602903
00:10:39;94,58230479;95,65771043;97,54833818;98,1077147;91,3599111;85,4327853;97,59063023;97,33744715
00:10:40;94,43939197;95,51763657;97,53570075;97,922456;91,24878455;85,6745648;97,65755717;97,40601074
00:10:41;94,60828894;95,61950847;97,62416277;98,04155088;91,08209474;85,27562863;97,64640268;97,31459262
00:10:42;94,53033649;95,51763657;97,49778845;98,06801641;90,97096819;85,26353965;97,61293921;97,28031082
00:10:43;94,53033649;95,58130651;97,75053709;97,97538706;90,73482428;84,98549323;97,61293921;97,25745629
00:10:44;94,4263999;95,58130651;97,56097561;98,20034405;90,56813446;85,577853;97,57947574;97,25745629
00:10:45;94,38742367;95,64497644;97,57361304;98,02831812;90,63758855;85,46905222;97,61293921;97,39458348
00:10:46;94,4783682;95,61950847;97,57361304;97,96215429;90,54035283;85,39651838;97,57947574;97,26888356
00:10:47;94,36143952;95,59404049;97,54833818;98,22680958;90,65147937;85,08220503;97,59063023;97,37172895
00:10:48;94,46537612;95,64497644;97,6747125;98,08124917;90,67926101;85,40860735;97,52370329;97,33744715
00:10:49;94,30947122;95,58130651;97,52306331;98,04155088;90,67926101;85,20309478;97,66871166;97,36030168
00:10:50;94,45238405;95,53037056;97,80108682;98,21357682;90,56813446;85,22727273;97,56832125;97,24602903
00:10:51;94,30947122;95,53037056;97,58625047;97,90922324;90,5959161;85,00967118;97,60178472;97,34887441
00:10:52;94,3744316;95,60677448;97,6747125;97,97538706;90,58202528;85,05802708;97,49023982;97,25745629
00:10:53;94,33545537;95,56857252;97,69998736;98,12094747;90,65147937;84,93713733;97,59063023;97,39458348
00:10:54;94,33545537;95,50490258;97,57361304;97,85629218;90,55424364;85,03384913;97,5125488;97,24602903
00:10:55;94,24451085;95,54310455;97,76317452;97,97538706;90,60980692;84,97340426;97,53485778;97,33744715
00:10:56;93,63388333;95,42849866;97,51042588;98,1077147;90,42922628;85,00967118;97,50139431;97,24602903
00:10:57;93,30908146;95,53037056;97,75053709;97,82982665;90,54035283;84,85251451;97,55716676;97,30316535
00:10:58;92,93231129;95,4921686;97,44723872;98,06801641;90,48478955;84,92504836;97,5125488;97,17746543
00:10:59;92,99727166;95,50490258;97,47251359;98,06801641;90,58202528;84,87669246;97,47908533;97,32601988
00:11:00;92,80239054;95,50490258;97,68734993;97,85629218;90,55424364;84,92504836;97,5125488;97,16603817
00:11:01;92,90632714;95,41576468;97,48515102;98,14741299;90,9015141;84,84042553;97,52370329;97,30316535
00:11:02;92,77640639;95,51763657;97,66207507;98,14741299;90,92929574;84,84042553;97,53485778;97,12032911
00:11:03;92,85435884;95,51763657;97,47251359;97,96215429;91,06820392;84,87669246;97,50139431;97,24602903
00:11:04;92,81538262;95,56857252;97,62416277;98,27974064;91,06820392;84,85251451;97,60178472;97,20031996
00:11:05;92,77640639;95,4921686;97,62416277;98,17387852;91,24878455;84,87669246;97,52370329;97,34887441
00:11:06;92,82837469;95,46670062;97,54833818;98,05478364;90,9015141;84,88878143;97,60178472;97,12032911
00:11:07;92,72443809;95,42849866;97,72526223;98,22680958;90,88762328;84,92504836;97,47908533;97,33744715
00:11:08;92,88034299;95,3902967;97,44723872;98,02831812;90,62369774;84,77998066;97,61293921;97,13175637
00:11:09;92,76341432;95,44123265;97,57361304;97,94892153;90,70704264;84,81624758;97,56832125;97,29173809
00:11:10;92,86735092;95,32662677;97,40932642;98,18711129;90,47089874;84,75580271;97,61293921;97,05176551
00:11:11;92,76341432;95,40303069;97,51042588;97,93568877;90,73482428;84,84042553;97,47908533;97,28031082
00:11:12;92,82837469;95,33936075;97,52306331;97,84305942;90,58202528;84,81624758;97,56832125;97,16603817
00:11:13;92,78939847;95,46670062;97,51042588;98,06801641;90,87373246;84,90087041;97,53485778;97,31459262
00:11:14;92,76341432;95,44123265;97,71262479;97,81659389;90,70704264;84,79206963;97,5125488;97,13175637
00:11:15;92,77640639;95,36482873;97,40932642;97,90922324;91,08209474;84,88878143;97,5125488;97,44029254
00:11:16;92,72443809;95,37756271;97,51042588;98,1077147;90,85984164;84,76789168;97,49023982;97,14318364
00:11:17;92,88034299;95,31389278;97,3587767;97,85629218;91,08209474;84,87669246;97,5125488;97,33744715
00:11:18;92,77640639;95,40303069;97,42196386;97,98861982;90,99874983;84,71953578;97,46793084;97,14318364
00:11:19;92,89333507;95,32662677;97,52306331;98,16064576;91,58216419;84,88878143;97,55716676;97,30316535
00:11:20;92,78939847;95,41576468;97,40932642;97,90922324;91,38769274;84,71953578;97,46793084;97,1888927
00:11:21;92,89333507;95,47943461;97,59888791;98,00185259;91,67939992;84,85251451;97,49023982;97,24602903
00:11:22;92,86735092;95,40303069;97,39668899;98,04155088;91,48492846;84,68326886;97,37869492;96,97177465
00:11:23;92,88034299;95,44123265;97,48515102;97,86952494;91,9711071;84,87669246;97,5125488;97,36030168
00:11:24;92,88034299;95,3902967;97,40932642;98,01508535;91,91554383;84,74371373;97,42331288;97,07462004
00:11:25;92,84136677;95,4921686;97,37141413;97,96215429;92,36005001;84,90087041;97,54601227;97,31459262
00:11:26;92,99727166;95,33936075;97,64943763;97,79012836;92,1239061;84,75580271;97,5125488;97,00605645
00:11:27;92,86735092;95,37756271;97,37141413;98,08124917;92,51284901;84,94922631;97,57947574;97,22317449
00:11:28;93,33506561;95,28842481;97,52306331;97,98861982;92,33226837;84,81624758;97,45677635;97,00605645
00:11:29;93,68585163;95,1992869;97,24503981;97,93568877;92,69342964;84,93713733;97,49023982;97,29173809
00:11:30;94,15356632;95,16108494;97,38405156;98,16064576;92,49895819;84,79206963;97,49023982;96,96034739
00:11:31;94,270495;95,1992869;97,48515102;97,922456;92,80455619;84,93713733;97,54601227;97,36030168
00:11:32;94,36143952;95,28842481;97,39668899;97,84305942;92,55452146;84,81624758;97,49023982;97,05176551
00:11:33;94,38742367;95,17381892;97,61152534;98,06801641;92,91568273;84,88878143;97,41215839;97,25745629
00:11:34;94,3744316;95,35209474;97,2829521;97,85629218;92,98513682;84,77998066;97,46793084;96,98320192
00:11:35;94,49136027;95,31389278;97,54833818;97,88275771;93,36018892;84,92504836;97,46793084;97,29173809
00:11:36;94,3744316;95,28842481;97,25767724;98,12094747;93,15182664;84,86460348;97,55716676;97,01748372
00:11:37;94,40041575;95,27569082;97,27031467;97,84305942;93,44353382;84,96131528;97,43446737;97,24602903
00:11:38;93,69884371;95,22475487;97,57361304;97,96215429;93,36018892;84,85251451;97,54601227;96,91463833
00:11:39;93,42601013;95,31389278;97,39668899;98,13418023;93,72135019;84,92504836;97,44562186;97,22317449
00:11:40;93,07522411;95,23748886;97,61152534;97,77689559;93,62411446;84,88878143;97,49023982;97,00605645
00:11:41;92,99727166;95,32662677;97,33350183;97,922456;93,76302264;84,93713733;97,4010039;97,13175637
00:11:42;92,90632714;95,31389278;97,37141413;98,00185259;93,61022364;84,86460348;97,5125488;96,96034739
00:11:43;92,90632714;95,26295683;97,34613926;97,81659389;93,84636755;84,81624758;97,44562186;97,1888927
00:11:44;92,97128751;95,27569082;97,33350183;98,06801641;93,69356855;84,57446809;97,55716676;96,99462919
00:11:45;92,88034299;95,22475487;97,58625047;97,98861982;93,81858591;84,36895551;97,47908533;97,17746543
00:11:46;92,99727166;95,30115879;97,24503981;97,71073177;93,90193082;84,38104449;97,60178472;96,92606559
00:11:47;92,84136677;95,12288297;97,37141413;97,922456;94,06862064;84,24806576;97,49023982;97,12032911
00:11:48;92,95829544;95,23748886;97,25767724;97,90922324;94,04083901;84,45357834;97,45677635;96,94892012
00:11:49;92,84136677;95,16108494;97,39668899;97,82982665;94,13807473;84,68326886;97,43446737;97,06319278
00:11:50;92,97128751;95,07194703;97,40932642;98,13418023;94,15196555;84,58655706;97,4010039;96,94892012
00:11:51;92,89333507;95,07194703;97,27031467;97,94892153;94,24920128;84,27224371;97,43446737;97,1546109
00:11:52;92,94530336;95,11014899;97,56097561;97,85629218;94,31865537;84,29642166;97,31176799;97,01748372
00:11:53;93,06223204;95,097415;97,3587767;98,1077147;94,52701764;84,17553191;97,38984941;97,14318364
00:11:54;93,51695466;95,00827709;97,52306331;97,89599047;94,42978191;84,21179884;97,31176799;96,92606559
00:11:55;93,99766143;95,23748886;97,38405156;97,84305942;94,55479928;84,07882012;97,35638595;97,09747457
00:11:56;94,12758217;95,11014899;97,38405156;97,97538706;94,59647173;84,15135397;97,24484105;96,99462919
00:11:57;94,40041575;95,14835095;97,44723872;97,80336112;94,54090846;83,99419729;97,4010039;96,98320192
00:11:58;94,3744316;95,07194703;97,23240238;97,82982665;94,55479928;84,09090909;97,38984941;96,91463833
00:11:59;94,4783682;95,07194703;97,48515102;98,02831812;94,49923601;83,90957447;97,43446737;97,08604731
00:12:00;94,36143952;95,11014899;97,27031467;97,71073177;94,45756355;84,05464217;97,28945901;96,92606559
00:12:01;94,40041575;95,03374507;97,3208644;97,80336112;94,37421864;83,90957447;97,31176799;96,98320192
00:12:02;94,3744316;95,18655291;97,39668899;97,88275771;94,37421864;84,03046422;97,32292248;96,8232202
00:12:03;94,3224633;95,13561696;97,39668899;97,64456795;94,36032782;83,80077369;97,38984941;96,97177465
00:12:04;94,3744316;95,097415;97,56097561;97,82982665;94,40200028;83,93375242;97,32292248;96,91463833
00:12:05;94,25750292;95,02101108;97,3208644;97,88275771;94,17974719;83,77659574;97,33407697;96,93749286
00:12:06;94,43939197;95,03374507;97,57361304;97,75043006;94,20752882;83,92166344;97,34523146;96,88035653
00:12:07;94,33545537;95,07194703;97,38405156;97,94892153;94,02694819;83,82495164;97,3006135;97,02891098
00:12:08;94,45238405;94,95734114;97,04284089;97,86952494;94,08251146;84,04255319;97,36754044;96,857502
00:12:09;94,270495;95,18655291;96,77745482;97,76366283;93,86025837;83,75241779;97,3006135;96,90321106
00:12:10;94,3744316;95,04647905;96,90382914;97,97538706;94,09640228;83,82495164;97,36754044;96,86892927
00:12:11;94,38742367;95,097415;97,40932642;97,82982665;93,94360328;83,66779497;97,26715003;96,98320192
00:12:12;94,36143952;95,097415;97,19449008;97,7371973;94,02694819;83,75241779;97,4010039;96,97177465
00:12:13;94,34844745;95,14835095;97,49778845;97,98861982;93,72135019;83,5106383;97,32292248;96,92606559
00:12:14;94,270495;95,12288297;97,44723872;97,76366283;93,90193082;83,63152805;97,38984941;96,92606559
00:12:15;94,34844745;94,91913918;97,30822697;97,75043006;93,59633282;83,61943907;97,32292248;97,04033825
00:12:16;93,68585163;95,14835095;97,52306331;97,89599047;93,81858591;83,75241779;97,46793084;96,91463833
00:12:17;93,32207354;95,05921304;97,13130292;97,69749901;93,58244201;83,69197292;97,38984941;96,91463833
00:12:18;92,88034299;95,13561696;97,2829521;97,80336112;93,83247673;83,76450677;97,41215839;96,91463833
00:12:19;92,91931922;95,097415;97,10602806;97,98861982;93,54076955;83,67988395;97,34523146;96,86892927
