;Specialized  3.1 S-Works;Bosch CX 5 (100 Nm);DJI Avinox;Gobao P101;Mahle M40
00:01:01;99,38502351;99,67359768;98,72349872;99,60959286;99,86287281
00:01:02;99,40914024;99,6131528;98,77899878;99,4645845;99,71431836
00:01:03;99,31267334;99,67359768;98,77899878;99,60959286;99,84001828
00:01:04;99,50560714;99,64941973;98,79009879;99,38650307;99,7028911
00:01:05;99,39708188;99,63733075;98,71239871;99,5649749;99,93143641
00:01:06;99,44531533;99,50435203;98,79009879;99,40881205;99,68003657
00:01:07;99,31267334;99,52852998;98,76789877;99,55382041;99,71431836
00:01:08;99,37296515;99,52852998;98,69019869;99,47573898;99,58861844
00:01:09;99,20414808;99,58897485;98,72349872;99,55382041;99,78288196
00:01:10;99,28855661;99,50435203;98,77899878;99,47573898;99,65718204
00:01:11;99,21620644;99,62524178;98,6013986;99,47573898;99,80573649
00:01:12;99,28855661;99,60106383;98,56809857;99,49804796;99,53148212
00:01:13;99,27649825;99,67359768;98,52369852;99,45343001;99,76002743
00:01:14;99,28855661;99,58897485;98,59029859;99,54266592;99,63432751
00:01:15;99,26443989;99,63733075;98,56809857;99,40881205;99,72574563
00:01:16;99,19208971;99,56479691;98,59029859;99,62074735;99,60004571
00:01:17;99,19208971;99,60106383;98,59029859;99,41996654;99,78288196
00:01:18;99,16797299;99,46808511;98,51259851;99,57612939;99,62290024
00:01:19;99,30061498;99,60106383;98,42379842;99,36419409;99,77145469
00:01:20;99,26443989;99,54061896;98,3016983;99,52035694;99,55433665
00:01:21;99,36090679;99,56479691;98,27949828;99,31957613;99,77145469
00:01:22;99,30061498;99,44390716;98,23509824;99,44227552;99,62290024
00:01:23;99,4211986;99,55270793;98,21289821;99,37534858;99,79430922
00:01:24;99,2282648;99,49226306;98,15739816;99,47573898;99,6686093
00:01:25;99,27649825;99,52852998;98,17959818;99,4645845;99,79430922
00:01:26;99,11973954;99,41972921;98,04639805;99,4645845;99,56576391
00:01:27;99,3247317;99,51644101;97,87989788;99,52035694;99,81716375
00:01:28;99,14385626;99,41972921;97,76889777;99,44227552;99,64575477
00:01:29;99,19208971;99,50435203;97,79109779;99,54266592;99,79430922
00:01:30;99,035331;99,38346228;97,69119769;99,38650307;99,62290024
00:01:31;99,18003135;99,50435203;97,53579754;99,55382041;99,74860016
00:01:32;99,02327264;99,38346228;97,35819736;99,33073062;99,63432751
00:01:33;99,19208971;99,41972921;97,39149739;99,4645845;99,79430922
00:01:34;99,1317979;99,33510638;97,18059718;99,28611266;99,6686093
00:01:35;99,36090679;99,52852998;97,12509713;99,41996654;99,81716375
00:01:36;99,26443989;99,44390716;97,02519703;99,26380368;99,64575477
00:01:37;99,31267334;99,51644101;96,9030969;99,34188511;99,73717289
00:01:38;99,11973954;99,40764023;96,6033966;99,28611266;99,61147297
00:01:39;99,25238153;99,55270793;96,49239649;99,33073062;99,6686093
00:01:40;99,1317979;99,44390716;96,34809635;99,31957613;99,62290024
00:01:41;99,39708188;99,44390716;96,29259629;99,28611266;99,77145469
00:01:42;99,55384059;99,34719536;96,34809635;99,37534858;99,65718204
00:01:43;99,86735801;99,44390716;96,38139638;99,27495817;99,72574563
00:01:44;99,78294948;99,31092843;96,42579643;99,41996654;99,71431836
00:01:45;99,79500784;99,40764023;96,38139638;99,18572225;99,77145469
00:01:46;99,78294948;99,32301741;96,29259629;99,38650307;99,65718204
00:01:47;99,91559146;99,43181818;96,23709624;99,25264919;99,61147297
00:01:48;99,92764983;99,37137331;96,17049617;99,36419409;99,55433665
00:01:49;99,87941638;99,48017408;96,08169608;99,18572225;99,7028911
00:01:50;99,92764983;99,37137331;96,003996;99,33073062;99,68003657
00:01:51;99,9035331;99,48017408;95,91519592;99,20803123;99,69146383
00:01:52;99,9035331;99,35928433;95,82639583;99,26380368;99,69146383
00:01:53;99,67442421;99,41972921;95,69319569;99,23034021;99,64575477
00:01:54;99,8070662;99,31092843;95,58219558;99,26380368;99,64575477
00:01:55;99,73471603;99,38346228;95,51559552;99,26380368;99,58861844
00:01:56;99,9035331;99,22630561;95,43789544;99,19687674;99,58861844
00:01:57;99,8070662;99,27466151;95,24919525;99,37534858;99,61147297
00:01:58;100;99,20212766;95,06049506;99,21918572;99,62290024
00:01:59;99,78294948;99,35928433;94,89399489;99,38650307;99,49720032
00:02:00;99,83118293;99,26257253;94,79409479;99,21918572;99,63432751
00:02:01;99,60207404;99,29883946;94,63869464;99,45343001;99,54290938
00:02:02;99,79500784;99,16586074;94,47219447;99,30842164;99,56576391
00:02:03;99,68648258;99,32301741;94,36119436;99,39765756;99,49720032
00:02:04;99,86735801;99,21421663;94,21689422;99,20803123;99,62290024
00:02:05;99,67442421;99,26257253;94,01709402;99,30842164;99,47434579
00:02:06;99,79500784;99,15377176;93,87279387;99,28611266;99,61147297
00:02:07;99,60207404;99,27466151;93,58419358;99,28611266;99,47434579
00:02:08;99,69854094;99,26257253;93,58419358;99,31957613;99,77145469
00:02:09;99,59001568;99,33510638;93,2955933;99,29726715;99,52005485
00:02:10;99,68648258;99,19003868;93,10689311;99,38650307;99,68003657
00:02:11;99,54178223;99,28675048;92,84049284;99,26380368;99,48577305
00:02:12;99,6141324;99,20212766;92,78499278;99,37534858;99,62290024
00:02:13;99,6141324;99,26257253;92,56299256;99,23034021;99,44006399
00:02:14;99,7105993;99,15377176;92,50749251;99,39765756;99,68003657
00:02:15;99,62619076;99,25048356;92,32989233;99,21918572;99,42863673
00:02:16;99,62619076;99,15377176;92,28549229;99,37534858;99,68003657
00:02:17;99,68648258;99,22630561;92,15229215;99,20803123;99,42863673
00:02:18;99,68648258;99,15377176;92,13009213;99,2414947;99,57719118
00:02:19;99,7105993;99,25048356;91,8969919;99,16341327;99,41720946
00:02:20;99,54178223;99,17794971;91,8969919;99,2414947;99,64575477
00:02:21;99,65030749;99,17794971;91,66389166;99,2414947;99,45149126
00:02:22;99,50560714;99,17794971;91,50849151;99,19687674;99,62290024
00:02:23;99,60207404;99,26257253;91,21989122;99,26380368;99,38292767
00:02:24;99,52972386;99,15377176;91,31979132;99,19687674;99,61147297
00:02:25;99,69854094;99,17794971;91,23099123;99,31957613;99,3715004
00:02:26;99,46943205;99,08123791;91,24209124;99,17456776;99,53148212
00:02:27;99,60207404;99,17794971;91,0977911;99,31957613;99,39435493
00:02:28;99,45737369;99,16586074;91,17549118;99,17456776;99,52005485
00:02:29;99,59001568;99,14168279;91,11999112;99,28611266;99,32579134
00:02:30;99,36090679;99,05705996;91,08669109;99,16341327;99,50862759
00:02:31;99,5176655;99,14168279;90,96459096;99,28611266;99,32579134
00:02:32;99,38502351;99,06914894;91,02009102;99,19687674;99,53148212
00:02:33;99,63824913;99,03288201;90,8979909;99,20803123;99,4057822
00:02:34;99,40914024;99,02079304;90,95349095;99,14110429;99,45149126
00:02:35;99,56589895;99,08123791;90,93129093;99,1299498;99,3715004
00:02:36;99,38502351;99,03288201;90,98679099;99,1299498;99,45149126
00:02:37;99,54178223;99,09332689;90,85359085;99,07417736;99,3715004
00:02:38;99,33679006;99,06914894;90,84249084;99,21918572;99,46291852
00:02:39;99,49354878;99,08123791;90,83139083;99,1299498;99,38292767
00:02:40;99,40914024;98,96034816;90,83139083;99,20803123;99,52005485
00:02:41;99,54178223;98,96034816;90,63159063;99,00725042;99,44006399
00:02:42;99,43325696;98,86363636;90,62049062;99,15225878;99,38292767
00:02:43;99,39708188;98,92408124;90,50949051;99,01840491;99,44006399
00:02:44;99,36090679;98,89990329;90,56499056;99,11879532;99,42863673
00:02:45;99,37296515;98,93617021;90,48729049;98,99609593;99,49720032
00:02:46;99,43325696;98,87572534;90,55389055;99,14110429;99,47434579
00:02:47;99,39708188;98,91199226;90,62049062;99,08533185;99,47434579
00:02:48;99,50560714;98,89990329;90,82029082;99,11879532;99,4057822
00:02:49;99,38502351;98,97243714;90,88689089;99,17456776;99,41720946
00:02:50;99,39708188;98,88781431;90,997891;99,16341327;99,26865501
00:02:51;99,18003135;98,92408124;91,00899101;99,18572225;99,38292767
00:02:52;99,30061498;98,99661509;91,15329115;99,05186838;99,34864587
00:02:53;99,24032316;98,99661509;91,24209124;99,17456776;99,3372186
00:02:54;99,44531533;99,00870406;91,40859141;99,07417736;99,24580048
00:02:55;99,31267334;98,98452611;91,54179154;99,17456776;99,39435493
00:02:56;99,56589895;98,91199226;91,73049173;99,01840491;99,36007313
00:02:57;99,33679006;98,87572534;91,81929182;99,15225878;99,54290938
00:02:58;99,39708188;98,81528046;91,91919192;99,0295594;99,34864587
00:02:59;99,15591463;98,86363636;92,01909202;99,10764083;99,48577305
00:03:00;99,3247317;98,80319149;92,18559219;99,01840491;99,39435493
00:03:01;99,15591463;98,82736944;92,34099234;99,16341327;99,46291852
00:03:02;99,31267334;98,86363636;92,56299256;99,08533185;99,28008228
00:03:03;99,18003135;98,85154739;92,76279276;99,08533185;99,39435493
00:03:04;99,38502351;98,87572534;92,8959929;99,11879532;99,29150954
00:03:05;99,15591463;98,74274662;93,11799312;99,06302287;99,49720032
00:03:06;99,2282648;98,73065764;93,25119325;99,10764083;99,26865501
00:03:07;99,09562281;98,79110251;93,51759352;98,97378695;99,47434579
00:03:08;99,26443989;98,75483559;93,63969364;99,19687674;99,39435493
00:03:09;99,09562281;98,64603482;93,86169386;99,06302287;99,49720032
00:03:10;99,16797299;98,71856867;93,95049395;99,1299498;99,30293681
00:03:11;99,07150609;98,75483559;94,27239427;98,89570552;99,55433665
00:03:12;99,18003135;98,85154739;94,28349428;99,07417736;99,29150954
00:03:13;99,10768118;98,80319149;94,58319458;98,98494144;99,44006399
00:03:14;99,08356445;98,80319149;94,63869464;99,09648634;99,15438236
00:03:15;99,14385626;98,75483559;94,88289488;99,04071389;99,41720946
00:03:16;99,16797299;98,76692456;94,87179487;99,07417736;99,28008228
00:03:17;99,18003135;98,74274662;95,1048951;99,10764083;99,46291852
00:03:18;99,08356445;98,79110251;95,09379509;99,10764083;99,22294595
00:03:19;99,26443989;98,74274662;95,33799534;99,15225878;99,47434579
00:03:20;99,07150609;98,74274662;95,2047952;99,05186838;99,20009142
00:03:21;99,14385626;98,58558994;95,43789544;99,1299498;99,4057822
00:03:22;98,99915591;98,70647969;95,37129537;98,96263246;99,22294595
00:03:23;99,25238153;98,70647969;95,5044955;99,09648634;99,4057822
00:03:24;99,09562281;98,75483559;95,49339549;98,90686001;99,22294595
00:03:25;99,26443989;98,64603482;95,68209568;99,08533185;99,46291852
00:03:26;99,02327264;98,77901354;95,61549562;98,92916899;99,23437321
00:03:27;99,24032316;98,70647969;95,69319569;99,14110429;99,49720032
00:03:28;98,97503919;98,77901354;95,58219558;99,06302287;99,26865501
00:03:29;99,16797299;98,71856867;95,65989566;99,15225878;99,45149126
00:03:30;98,89063065;98,76692456;95,58219558;99,05186838;99,29150954
00:03:31;99,04738936;98,63394584;95,69319569;99,10764083;99,39435493
00:03:32;98,91474738;98,69439072;95,57109557;99,08533185;99,15438236
00:03:33;99,14385626;98,52514507;95,63769564;99,04071389;99,26865501
00:03:34;98,96298083;98,65812379;95,69319569;99,08533185;99,09724603
00:03:35;99,1317979;98,60976789;95,91519592;99,01840491;99,26865501
00:03:36;98,9388641;98,70647969;95,89299589;99,08533185;99,15438236
00:03:37;99,035331;98,56141199;96,003996;98,96263246;99,24580048
00:03:38;98,95092246;98,64603482;96,04839605;99,07417736;99,21151868
00:03:39;98,99915591;98,54932302;96,08169608;98,90686001;99,28008228
00:03:40;98,92680574;98,76692456;96,03729604;99,0295594;99,16580962
00:03:41;98,9388641;98,58558994;96,01509602;98,90686001;99,23437321
00:03:42;98,90268901;98,70647969;96,25929626;99,05186838;99,18866415
00:03:43;98,89063065;98,52514507;96,22599623;98,9180145;99,24580048
00:03:44;98,9388641;98,68230174;96,44799645;98,97378695;99,20009142
00:03:45;98,85445556;98,58558994;96,31479631;98,97378695;99,17723689
00:03:46;98,97503919;98,71856867;96,54789655;98,98494144;99,22294595
00:03:47;98,92680574;98,56141199;96,42579643;98,98494144;99,22294595
00:03:48;98,98709755;98,68230174;96,51459651;98,82877858;99,24580048
00:03:49;98,8423972;98,52514507;96,33699634;98,90686001;99,20009142
00:03:50;98,95092246;98,67021277;96,58119658;98,83993307;99,24580048
00:03:51;98,70975522;98,54932302;96,45909646;98,94032348;99,29150954
00:03:52;98,85445556;98,64603482;96,68109668;98,8064696;99,3372186
00:03:53;98,79416375;98,41634429;96,51459651;98,95147797;99,16580962
00:03:54;99,035331;98,64603482;96,72549673;98,82877858;99,22294595
00:03:55;98,81828048;98,44052224;96,47019647;98,89570552;99,14295509
00:03:56;98,95092246;98,59767892;96,64779665;98,78416062;99,23437321
00:03:57;98,70975522;98,41634429;96,48129648;98,96263246;99,17723689
00:03:58;98,91474738;98,62185687;96,55899656;98,95147797;99,29150954
00:03:59;98,60122995;98,42843327;96,54789655;99,05186838;99,26865501
00:04:00;98,81828048;98,53723404;96,82539683;98,99609593;99,36007313
00:04:01;98,6494634;98,39216634;96,86979687;98,97378695;99,17723689
00:04:02;98,89063065;98,58558994;97,14729715;98,96263246;99,24580048
00:04:03;98,68563849;98,40425532;97,002997;98,83993307;99,13152783
00:04:04;98,7459303;98,54932302;97,06959707;98,90686001;99,14295509
00:04:05;98,5529965;98,2712766;96,82539683;98,83993307;99,05153697
00:04:06;98,66152177;98,46470019;96,91419691;98,95147797;99,21151868
00:04:07;98,62534668;98,34381044;96,72549673;98,86224205;99,16580962
00:04:08;98,67358013;98,47678917;96,66999667;99,01840491;99,24580048
00:04:09;98,73387194;98,28336557;96,61449661;98,90686001;99,08581876
00:04:10;98,81828048;98,48887814;96,58119658;99,01840491;99,29150954
00:04:11;98,81828048;98,29545455;96,42579643;98,9180145;99,17723689
00:04:12;98,66152177;98,42843327;96,39249639;99,01840491;99,22294595
00:04:13;98,70975522;98,24709865;96,42579643;98,97378695;99,09724603
00:04:14;98,60122995;98,50096712;96,31479631;98,96263246;99,28008228
00:04:15;98,7459303;98,36798839;96,21489621;98,89570552;99,15438236
00:04:16;98,68563849;98,47678917;96,05949606;98,86224205;99,23437321
00:04:17;98,86651393;98,23500967;96,22599623;98,90686001;98,99440064
00:04:18;98,63740504;98,47678917;95,98179598;98,86224205;99,21151868
00:04:19;98,7459303;98,33172147;96,11499611;98,89570552;99,05153697
00:04:20;98,50476305;98,46470019;95,91519592;98,76185165;99,13152783
00:04:21;98,60122995;98,24709865;96,02619603;98,86224205;99,02868244
00:04:22;98,44447124;98,46470019;95,69319569;98,71723369;99,18866415
00:04:23;98,70975522;98,2229207;95,81529582;98,88455103;98,98297337
00:04:24;98,52887978;98,40425532;95,47119547;98,8064696;99,14295509
00:04:25;98,73387194;98,2229207;95,58219558;98,83993307;98,94869158
00:04:26;98,44447124;98,46470019;95,26029526;98,79531511;99,12010056
00:04:27;98,54093814;98,24709865;95,34909535;98,83993307;98,94869158
00:04:28;98,42035452;98,42843327;95,03829504;98,81762409;98,99440064
00:04:29;98,73387194;98,1745648;95,2047952;98,72838818;98,85727345
00:04:30;98,62534668;98,39216634;95,13819514;98,76185165;99,06296423
00:04:31;98,7459303;98,21083172;95,43789544;98,76185165;98,92583705
00:04:32;98,50476305;98,34381044;95,39349539;98,78416062;99,10867329
00:04:33;98,62534668;98,15038685;95,53779554;98,71723369;98,99440064
00:04:34;98,43241288;98,44052224;95,26029526;98,81762409;99,10867329
00:04:35;98,46858797;98,19874275;95,28249528;98,78416062;99,0401097
00:04:36;98,39623779;98,36798839;94,96059496;98,88455103;99,02868244
00:04:37;98,48064633;98,13829787;95,07159507;98,8064696;98,88012799
00:04:38;98,4565296;98,34381044;94,72749473;98,9180145;99,01725517
00:04:39;98,46858797;98,1262089;94,76079476;98,82877858;98,99440064
00:04:40;98,52887978;98,34381044;94,41669442;98,89570552;99,05153697
00:04:41;98,51682142;98,25918762;94,56099456;98,81762409;99,0401097
00:04:42;98,61328832;98,48887814;94,23909424;98,88455103;99,01725517
00:04:43;98,54093814;98,28336557;94,31679432;98,86224205;99,01725517
00:04:44;98,61328832;98,36798839;94,10589411;98,76185165;98,98297337
00:04:45;98,49270469;98,10203095;94,08369408;98,79531511;98,96011884
00:04:46;98,62534668;98,34381044;93,83949384;98,8064696;99,00582791
00:04:47;98,4565296;98,08994197;93,73959374;98,86224205;98,96011884
00:04:48;98,57711323;98,24709865;93,60639361;98,7060792;98,93726431
00:04:49;98,3600627;98,05367505;93,50649351;98,83993307;98,94869158
00:04:50;98,5529965;98,23500967;93,32889333;98,76185165;98,96011884
00:04:51;98,37212107;98,06576402;93,16239316;98,79531511;98,99440064
00:04:52;98,66152177;98,30754352;93,06249306;98,69492471;98,86870072
00:04:53;98,44447124;98,19874275;92,90709291;98,79531511;98,83441892
00:04:54;98,62534668;98,36798839;92,85159285;98,72838818;98,92583705
00:04:55;98,34800434;98,10203095;92,67399267;98,77300613;98,86870072
00:04:56;98,60122995;98,2229207;92,56299256;98,68377022;98,84584619
00:04:57;98,34800434;98,13829787;92,30769231;98,68377022;98,88012799
00:04:58;98,49270469;98,34381044;92,26329226;98,67261573;98,80013713
00:04:59;98,32388762;98,16247582;92,00799201;98,66146124;98,83441892
00:05:00;98,52887978;98,23500967;92,07459207;98,73954267;98,82299166
00:05:01;98,3600627;98,05367505;91,95249195;98,67261573;98,84584619
00:05:02;98,46858797;98,19874275;92,08569209;98,76185165;98,88012799
00:05:03;98,34800434;98,00531915;91,96359196;98,63915226;98,88012799
00:05:04;98,39623779;98,11411992;92,13009213;98,8064696;98,80013713
00:05:05;98,32388762;98,05367505;92,03019203;98,69492471;98,99440064
00:05:06;98,32388762;98,30754352;92,21889222;98,8064696;98,92583705
00:05:07;98,37212107;98,11411992;92,00799201;98,7060792;98,93726431
00:05:08;98,44447124;98,1262089;92,17449217;98,77300613;98,89155525
00:05:09;98,43241288;97,99323017;92,00799201;98,62799777;98,91440978
00:05:10;98,31182925;98,10203095;92,41869242;98,65030675;98,85727345
00:05:11;98,38417943;98,01740812;92,64069264;98,58337981;98,90298252
00:05:12;98,27565417;98,1262089;92,96259296;98,67261573;98,7772826
00:05:13;98,37212107;97,9811412;92,85159285;98,7060792;98,83441892
00:05:14;98,32388762;98,08994197;93,14019314;98,68377022;98,72014627
00:05:15;98,46858797;97,95696325;93,06249306;98,77300613;98,83441892
00:05:16;98,31182925;97,96905222;93,46209346;98,66146124;98,7430008
00:05:17;98,43241288;97,87234043;93,26229326;98,77300613;98,80013713
00:05:18;98,20330399;98,0294971;93,51759352;98,61684328;98,60587361
00:05:19;98,3600627;97,9811412;93,42879343;98,78416062;98,67443721
00:05:20;98,1671289;98,00531915;93,92829393;98,67261573;98,48017369
00:05:21;98,32388762;97,92069632;93,88389388;98,77300613;98,708719
00:05:22;98,14301218;98,01740812;94,33899434;98,5945343;98,60587361
00:05:23;98,43241288;97,92069632;94,26129426;98,77300613;98,65158268
00:05:24;98,1671289;97,9327853;94,61649462;98,60568879;98,57159182
00:05:25;98,28771253;97,92069632;94,53879454;98,65030675;98,7430008
00:05:26;98,11889545;97,92069632;95,004995;98,5945343;98,69729174
00:05:27;98,33594598;97,89651838;94,91619492;98,61684328;98,708719
00:05:28;98,1671289;97,9327853;95,39349539;98,61684328;98,57159182
00:05:29;98,37212107;97,9327853;95,24919525;98,56107083;98,76585533
00:05:30;98,21536235;97,99323017;95,55999556;98,63915226;98,67443721
00:05:31;98,34800434;98,04158607;95,42679543;98,56107083;98,708719
00:05:32;98,13095382;98,04158607;95,94849595;98,67261573;98,66300994
00:05:33;98,17918727;97,95696325;95,81529582;98,51645287;98,69729174
00:05:34;98,13095382;97,87234043;96,01509602;98,72838818;98,61730088
00:05:35;98,22742072;97,84816248;95,84859585;98,61684328;98,73157353
00:05:36;98,22742072;97,8360735;96,2037962;98,75069716;98,62872815
00:05:37;98,17918727;97,89651838;96,39249639;98,60568879;98,73157353
00:05:38;98,25153744;97,94487427;96,76989677;98,71723369;98,7430008
00:05:39;98,22742072;97,92069632;96,92529693;98,63915226;98,7430008
00:05:40;98,15507054;97,7877176;97,1028971;98,66146124;98,84584619
00:05:41;97,99831183;97,8844294;97,18059718;98,57222532;98,53731002
00:05:42;98,04654528;97,94487427;97,23609724;98,60568879;98,7772826
00:05:43;97,90184493;98,00531915;97,44699745;98,5945343;98,54873729
00:05:44;98,08272037;97,90860735;97,39149739;98,4829894;98,83441892
00:05:45;98,01037019;97,90860735;97,61349761;98,56107083;98,60587361
00:05:46;98,29977089;97,82398453;97,52469752;98,44952593;98,80013713
00:05:47;97,99831183;97,90860735;97,79109779;98,54991634;98,46874643
00:05:48;98,09477873;97,8360735;97,62459762;98,41606247;98,72014627
00:05:49;97,86566984;97,96905222;97,84659785;98,5945343;98,57159182
00:05:50;98,11889545;97,90860735;97,64679765;98,4829894;98,7430008
00:05:51;97,95007838;97,95696325;97,93539794;98,60568879;98,60587361
00:05:52;98,23947908;97,8360735;97,66899767;98,44952593;98,72014627
00:05:53;97,96213674;97,96905222;97,94649795;98,56107083;98,53731002
00:05:54;98,10683709;97,90860735;97,73559774;98,43837144;98,68586447
00:05:55;97,84155312;97,89651838;97,95759796;98,47183491;98,46874643
00:05:56;98,01037019;97,71518375;97,72449772;98,4829894;98,66300994
00:05:57;97,85361148;97,81189555;97,94649795;98,54991634;98,57159182
00:05:58;98,05860364;97,79980658;97,69119769;98,54991634;98,67443721
00:05:59;98,01037019;97,8844294;98,01309801;98,47183491;98,58301908
00:06:00;98,10683709;97,76353965;97,74669775;98,52760736;98,69729174
00:06:01;97,98625347;97,86025145;97,85769786;98,44952593;98,62872815
00:06:02;98,05860364;97,72727273;97,62459762;98,58337981;98,73157353
00:06:03;97,93802002;97,7877176;97,91319791;98,46068042;98,58301908
00:06:04;97,96213674;97,63056093;97,76889777;98,56107083;98,72014627
00:06:05;97,93802002;97,79980658;97,86879787;98,41606247;98,59444635
00:06:06;98,02242855;97,70309478;97,7022977;98,52760736;98,61730088
00:06:07;98,070662;97,8360735;97,8021978;98,42721695;98,60587361
00:06:08;97,99831183;97,67891683;97,61349761;98,56107083;98,65158268
00:06:09;98,01037019;97,81189555;97,64679765;98,43837144;98,57159182
00:06:10;97,88978657;97,6426499;97,66899767;98,51645287;98,67443721
00:06:11;97,95007838;97,79980658;97,59129759;98,49414389;98,61730088
00:06:12;97,84155312;97,60638298;97,61349761;98,50529838;98,73157353
00:06:13;97,99831183;97,75145068;97,44699745;98,53876185;98,64015541
00:06:14;97,85361148;97,58220503;97,44699745;98,42721695;98,56016455
00:06:15;97,9741951;97,72727273;97,22499722;98,52760736;98,59444635
00:06:16;97,75714458;97,5459381;97,3026973;98,44952593;98,67443721
00:06:17;97,93802002;97,7877176;97,1028971;98,56107083;98,61730088
00:06:18;97,7812613;97,61847195;97,04739705;98,36029002;98,708719
00:06:19;97,99831183;97,76353965;96,88089688;98,54991634;98,708719
00:06:20;97,81743639;97,47340426;96,94749695;98,43837144;98,60587361
00:06:21;98,11889545;97,70309478;96,8031968;98,51645287;98,53731002
00:06:22;97,88978657;97,5459381;96,82539683;98,36029002;98,43446463
00:06:23;98,02242855;97,7393617;96,6033966;98,43837144;98,57159182
00:06:24;97,80537803;97,47340426;96,83649684;98,36029002;98,54873729
00:06:25;97,92596165;97,71518375;96,62559663;98,33798104;98,51445549
