;Specialized  3.1 S-Works;Bosch CX 5 (100 Nm);DJI Avinox;Gobao P101;Mahle M40
00:06:26;97,69685277;97,55802708;96,88089688;98,33798104;98,4458919
00:06:27;97,86566984;97,81189555;96,62559663;98,39375349;98,56016455
00:06:28;97,74508622;97,58220503;96,82539683;98,40490798;98,51445549
00:06:29;97,8777282;97,79980658;96,55899656;98,31567206;98,66300994
00:06:30;97,72096949;97,53384913;97,02519703;98,39375349;98,40018284
00:06:31;97,75714458;97,76353965;96,8031968;98,33798104;98,53731002
00:06:32;97,74508622;97,50967118;97,05849706;98,4829894;98,43446463
00:06:33;97,75714458;97,75145068;96,8031968;98,34913553;98,51445549
00:06:34;97,75714458;97,52176015;97,03629704;98,50529838;98,27448292
00:06:35;97,75714458;97,67891683;96,69219669;98,382599;98,54873729
00:06:36;97,7812613;97,46131528;96,84759685;98,46068042;98,32019198
00:06:37;97,80537803;97,70309478;96,59229659;98,39375349;98,56016455
00:06:38;97,80537803;97,44922631;96,8031968;98,51645287;98,29733745
00:06:39;97,66067768;97,67891683;96,65889666;98,43837144;98,54873729
00:06:40;97,74508622;97,41295938;96,81429681;98,40490798;98,35447377
00:06:41;97,67273604;97,67891683;96,68109668;98,36029002;98,54873729
00:06:42;97,80537803;97,36460348;96,8031968;98,32682655;98,48017369
00:06:43;97,67273604;97,6426499;96,8031968;98,37144451;98,4458919
00:06:44;97,8777282;97,49758221;97,03629704;98,29336308;98,49160096
00:06:45;97,72096949;97,65473888;97,22499722;98,44952593;98,51445549
00:06:46;97,81743639;97,44922631;97,3026973;98,36029002;98,61730088
00:06:47;97,62450259;97,6426499;97,49139749;98,37144451;98,45731916
00:06:48;97,76920294;97,40087041;97,41369741;98,20412716;98,53731002
00:06:49;97,61244423;97,67891683;97,55799756;98,34913553;98,34304651
00:06:50;97,7812613;97,43713733;97,45809746;98,22643614;98,45731916
00:06:51;97,57626914;97,61847195;97,62459762;98,31567206;98,38875557
00:06:52;97,76920294;97,44922631;97,4025974;98,23759063;98,45731916
00:06:53;97,66067768;97,70309478;97,46919747;98,37144451;98,40018284
00:06:54;97,79331967;97,42504836;97,32489732;98,31567206;98,54873729
00:06:55;97,63656096;97,53384913;97,49139749;98,28220859;98,43446463
00:06:56;97,7812613;97,31624758;97,28049728;98,31567206;98,50302823
00:06:57;97,63656096;97,50967118;97,54689755;98,29336308;98,4116101
00:06:58;97,75714458;97,32833656;97,21389721;98,41606247;98,52588276
00:06:59;97,61244423;97,52176015;97,53579754;98,29336308;98,4458919
00:07:00;97,67273604;97,38878143;97,19169719;98,42721695;98,46874643
00:07:01;97,54009406;97,65473888;97,55799756;98,30451757;98,4458919
00:07:02;97,55215242;97,47340426;97,15839716;98,41606247;98,53731002
00:07:03;97,57626914;97,63056093;97,4025974;98,29336308;98,38875557
00:07:04;97,69685277;97,41295938;97,08069708;98,42721695;98,46874643
00:07:05;97,70891113;97,55802708;97,4025974;98,32682655;98,35447377
00:07:06;97,66067768;97,36460348;97,13619714;98,40490798;98,4458919
00:07:07;97,67273604;97,44922631;97,34709735;98,32682655;98,43446463
00:07:08;97,51597733;97,25580271;97,12509713;98,42721695;98,34304651
00:07:09;97,54009406;97,41295938;97,32489732;98,39375349;98,28591018
00:07:10;97,44362716;97,21953578;97,19169719;98,29336308;98,34304651
00:07:11;97,62450259;97,36460348;97,31379731;98,33798104;98,26305565
00:07:12;97,60038587;97,29206963;97,22499722;98,28220859;98,33161924
00:07:13;97,70891113;97,48549323;97,34709735;98,40490798;98,30876471
00:07:14;97,51597733;97,36460348;97,2027972;98,30451757;98,37732831
00:07:15;97,63656096;97,43713733;97,15839716;98,47183491;98,36590104
00:07:16;97,44362716;97,31624758;97,03629704;98,32682655;98,35447377
00:07:17;97,56421078;97,48549323;97,09179709;98,42721695;98,34304651
00:07:18;97,40745207;97,41295938;97,15839716;98,24874512;98,46874643
00:07:19;97,58832751;97,46131528;97,02519703;98,382599;98,34304651
00:07:20;97,46774388;97,32833656;97,03629704;98,24874512;98,30876471
00:07:21;97,63656096;97,43713733;96,93639694;98,34913553;98,33161924
00:07:22;97,51597733;97,34042553;97,02519703;98,28220859;98,34304651
00:07:23;97,66067768;97,41295938;96,88089688;98,29336308;98,33161924
00:07:24;97,51597733;97,30415861;96,96969697;98,25989961;98,33161924
00:07:25;97,62450259;97,38878143;96,82539683;98,19297267;98,34304651
00:07:26;97,51597733;97,31624758;96,96969697;98,23759063;98,46874643
00:07:27;97,67273604;97,38878143;96,75879676;98,17066369;98,30876471
00:07:28;97,55215242;97,37669246;96,89199689;98,29336308;98,35447377
00:07:29;97,55215242;97,49758221;96,66999667;98,13720022;98,34304651
00:07:30;97,39539371;97,42504836;96,89199689;98,37144451;98,29733745
00:07:31;97,50391897;97,41295938;96,54789655;98,2710541;98,24020112
00:07:32;97,41951043;97,34042553;96,73659674;98,382599;98,32019198
00:07:33;97,51597733;97,34042553;96,45909646;98,20412716;98,32019198
00:07:34;97,55215242;97,26789168;96,62559663;98,33798104;98,33161924
00:07:35;97,54009406;97,21953578;96,28149628;98,22643614;98,20591932
00:07:36;97,51597733;97,24371373;96,43689644;98,25989961;98,19449206
00:07:37;97,39539371;97,35251451;96,11499611;98,22643614;98,24020112
00:07:38;97,31098517;97,36460348;96,21489621;98,24874512;98,26305565
00:07:39;97,25069336;97,32833656;95,89299589;98,22643614;98,29733745
00:07:40;97,37127698;97,41295938;96,1038961;98,1595092;98,25162839
00:07:41;97,34716026;97,46131528;95,67099567;98,28220859;98,16021026
00:07:42;97,55215242;97,41295938;95,69319569;98,19297267;98,24020112
00:07:43;97,45568552;97,31624758;95,42679543;98,21528165;98,26305565
00:07:44;97,52803569;97,30415861;95,6043956;98,03680982;98,18306479
00:07:45;97,28686844;97,32833656;95,22699523;98,19297267;98,30876471
00:07:46;97,43156879;97,26789168;95,24919525;98,0591188;98,32019198
00:07:47;97,27481008;97,12282398;94,86069486;98,18181818;98,32019198
00:07:48;97,45568552;97,11073501;94,96059496;98,03680982;98,33161924
00:07:49;97,38333534;97,13491296;94,70529471;98,14835471;98,33161924
00:07:50;97,57626914;97,26789168;94,72749473;98,08142777;98,28591018
00:07:51;97,49186061;97,14700193;94,39449439;98,13720022;98,32019198
00:07:52;97,63656096;97,21953578;94,42779443;98,10373675;98,20591932
00:07:53;97,44362716;97,21953578;94,13919414;98,1595092;98,32019198
00:07:54;97,64861932;97,27998066;94,10589411;98,19297267;98,28591018
00:07:55;97,50391897;97,14700193;93,82839383;98,04796431;98,29733745
00:07:56;97,63656096;97,19535783;93,88389388;98,07027328;98,22877385
00:07:57;97,52803569;96,98984526;93,81729382;97,99219186;98,24020112
00:07:58;97,61244423;96,94148936;93,7950938;98,12604573;98,20591932
00:07:59;97,46774388;96,56673114;93,55089355;97,98103737;98,25162839
00:08:00;97,46774388;96,55464217;93,50649351;98,12604573;98,09164667
00:08:01;97,31098517;96,32495164;93,42879343;98,02565533;98,21734659
00:08:02;97,38333534;96,39748549;93,31779332;98,13720022;98,22877385
00:08:03;97,46774388;96,25241779;93,0957931;97,96988288;98,25162839
00:08:04;97,46774388;96,39748549;93,00699301;98,14835471;98,12592847
00:08:05;97,54009406;96,21615087;92,87379287;98,08142777;98,21734659
00:08:06;97,50391897;96,19197292;92,78499278;98,13720022;98,12592847
00:08:07;97,46774388;95,85348162;92,5962926;98,08142777;98,21734659
00:08:08;97,34716026;95,79303675;92,46309246;98,08142777;98,0802194
00:08:09;97,39539371;95,36992263;92,51859252;98,0591188;98,18306479
00:08:10;97,35921862;95,14023211;92,44089244;97,98103737;98,1145012
00:08:11;97,47980224;94,70502901;92,52969253;98,0591188;98,12592847
00:08:12;97,38333534;94,70502901;92,55189255;97,98103737;98,03451034
00:08:13;97,44362716;94,48742747;92,55189255;98,13720022;98,148783
00:08:14;97,28686844;94,62040619;92,46309246;98,0591188;98,01165581
00:08:15;97,37127698;94,43907157;92,48529249;98,22643614;98,1145012
00:08:16;97,22657663;94,58413926;92,47419247;98,09258226;97,97737401
00:08:17;97,34716026;94,16102515;92,52969253;98,13720022;98,12592847
00:08:18;97,28686844;94,0884913;92,45199245;97,98103737;98,06879214
00:08:19;97,38333534;93,76208897;92,4963925;98,04796431;98,03451034
00:08:20;97,23863499;93,85880077;92,35209235;97,98103737;97,95451948
00:08:21;97,40745207;93,67746615;92,44089244;98,04796431;98,1145012
00:08:22;97,29892681;93,66537718;92,3964924;98,07027328;98,01165581
00:08:23;97,44362716;93,15764023;92,47419247;98,10373675;98,06879214
00:08:24;97,35921862;93,10928433;92,45199245;98,0591188;97,92023769
00:08:25;97,50391897;92,83123791;92,72949273;98,00334635;98,06879214
00:08:26;97,39539371;92,84332689;92,75169275;98,08142777;98,04593761
00:08:27;97,45568552;92,63781431;92,86269286;98,03680982;98,00022855
00:08:28;97,28686844;92,77079304;92,86269286;98,14835471;97,85167409
00:08:29;97,38333534;92,60154739;93,00699301;98,00334635;98,05736487
00:08:30;97,17834318;92,74661509;92,72949273;98,12604573;97,90881042
00:08:31;97,20245991;92,68617021;92,71839272;98,0591188;98,00022855
00:08:32;97,26275172;92,68617021;92,50749251;98,11489124;97,90881042
00:08:33;97,38333534;91,98500967;92,57409257;97,9475739;98,00022855
00:08:34;97,35921862;91,6827853;92,38539239;98,04796431;97,90881042
00:08:35;97,29892681;91,24758221;92,5962926;97,95872839;97,98880128
00:08:36;97,31098517;91,25967118;92,47419247;97,96988288;97,93166495
00:08:37;97,28686844;91,06624758;92,70729271;97,92526492;98,0802194
00:08:38;97,33510189;91,15087041;92,57409257;97,98103737;97,88595589
00:08:39;97,26275172;90,99371373;92,87379287;97,95872839;97,98880128
00:08:40;97,38333534;91,13878143;92,6961927;97,90295594;97,92023769
00:08:41;97,31098517;91,07833656;92,87379287;98,01450084;98,03451034
00:08:42;97,32304353;91,18713733;92,80719281;97,96988288;97,96594675
00:08:43;97,13010973;91,05415861;93,27339327;98,02565533;98,02308308
00:08:44;97,27481008;91,19922631;93,11799312;97,92526492;97,94309222
00:08:45;97,19040154;91,11460348;93,35109335;98,07027328;98,1145012
00:08:46;97,31098517;91,24758221;93,1956932;97,95872839;97,98880128
00:08:47;97,21451827;91,15087041;93,58419358;98,01450084;98,0802194
00:08:48;97,39539371;91,16295938;93,53979354;97,88064696;98,00022855
00:08:49;97,27481008;91,11460348;93,89499389;97,96988288;98,04593761
00:08:50;97,39539371;91,16295938;93,70629371;97,90295594;97,92023769
00:08:51;97,14216809;91,00580271;94,01709402;97,92526492;98,01165581
00:08:52;97,25069336;91,09042553;93,87279387;97,89180145;97,92023769
00:08:53;97,17834318;90,89700193;94,16139416;97,93641941;98,04593761
00:08:54;97,31098517;90,99371373;94,00599401;97,96988288;97,88595589
00:08:55;97,16628482;90,83655706;94,25019425;97,92526492;97,94309222
00:08:56;97,31098517;90,76402321;94,05039405;98,00334635;97,92023769
00:08:57;97,17834318;90,54642166;94,33899434;97,99219186;97,93166495
00:08:58;97,20245991;90,42553191;94,39449439;98,03680982;97,84024683
00:08:59;97,08187628;90,35299807;94,69419469;97,89180145;97,94309222
00:09:00;97,19040154;90,35299807;94,52769453;97,98103737;97,86310136
00:09:01;97,10599301;90,23210832;94,76079476;97,92526492;97,94309222
00:09:02;97,10599301;90,28046422;94,69419469;97,99219186;97,8173923
00:09:03;97,14216809;90,26837524;94,98279498;97,91411043;97,76025597
00:09:04;97,20245991;90,34090909;94,90509491;98,04796431;97,79453777
00:09:05;97,17834318;90,32882012;95,01609502;98,02565533;97,79453777
00:09:06;97,10599301;90,24419729;94,89399489;97,98103737;97,8173923
00:09:07;97,08187628;90,15957447;95,08269508;97,95872839;97,8173923
00:09:08;97,14216809;90,08704062;94,96059496;98,00334635;97,76025597
00:09:09;97,23863499;90,01450677;95,06049506;97,98103737;97,7831105
00:09:10;97,17834318;90,07495164;95,12709513;97,89180145;97,84024683
00:09:11;97,19040154;89,88152805;95,26029526;97,91411043;97,73740144
00:09:12;97,13010973;89,7122824;95,23809524;97,836029;97,7831105
00:09:13;97,15422646;89,6155706;95,31579532;97,89180145;97,70311964
00:09:14;96,96129266;89,4705029;95,32689533;97,78025655;97,74882871
00:09:15;97,09393464;89,43423598;95,4045954;97,85833798;97,66883785
00:09:16;97,00952611;89,34961315;95,46009546;97,74679308;97,74882871
00:09:17;97,17834318;89,38588008;95,62659563;97,78025655;97,77168324
00:09:18;97,03364283;89,3254352;95,54889555;97,7244841;97,87452863
00:09:19;97,19040154;89,3737911;95,64879565;97,76910206;97,70311964
00:09:20;97,03364283;89,31334623;95,68209568;97,79141104;97,85167409
00:09:21;97,11805137;89,43423598;95,63769564;97,82487451;97,73740144
00:09:22;96,96129266;89,36170213;95,64879565;97,76910206;97,82881956
00:09:23;97,14216809;89,3737911;95,6043956;97,79141104;97,68026511
00:09:24;96,96129266;89,30125725;95,57109557;97,81372002;97,77168324
00:09:25;97,03364283;89,31334623;95,5044955;97,7244841;97,68026511
00:09:26;96,91305921;88,89023211;95,5044955;97,76910206;97,76025597
00:09:27;97,06981792;88,70889749;95,49339549;97,7244841;97,57741972
00:09:28;96,96129266;88,60009671;95,52669553;97,80256553;97,70311964
00:09:29;96,96129266;88,73307544;95,34909535;97,71332962;97,64598332
00:09:30;96,88894248;88,56382979;95,37129537;97,81372002;97,68026511
00:09:31;96,97335102;88,62427466;95,22699523;97,74679308;97,60027425
00:09:32;96,91305921;88,58800774;95,27139527;97,80256553;97,71454691
00:09:33;96,98540938;88,74516441;95,09379509;97,71332962;97,63455605
00:09:34;96,94923429;88,53965184;95,28249528;97,81372002;97,69169238
00:09:35;96,96129266;88,66054159;95,16039516;97,76910206;97,5202834
00:09:36;96,94923429;88,50338491;95,22699523;97,79141104;97,65741058
00:09:37;96,93717593;88,64845261;94,98279498;97,80256553;97,57741972
00:09:38;96,97335102;88,43085106;95,12709513;97,82487451;97,66883785
00:09:39;96,93717593;88,49129594;94,88289488;97,84718349;97,62312879
00:09:40;96,96129266;88,34622824;95,06049506;97,82487451;97,80596503
00:09:41;96,87688412;88,44294004;94,87179487;97,90295594;97,64598332
00:09:42;96,92511757;88,29787234;95,07159507;97,88064696;97,76025597
00:09:43;96,92511757;88,41876209;94,83849484;97,89180145;97,62312879
00:09:44;96,90100084;87,95938104;94,98279498;97,80256553;97,69169238
00:09:45;96,79247558;88,12862669;94,73859474;97,836029;97,64598332
00:09:46;96,94923429;88,03191489;94,72749473;97,78025655;97,77168324
00:09:47;96,90100084;88,05609284;94,28349428;97,84718349;97,68026511
00:09:48;96,94923429;87,89893617;94,32789433;97,75794757;97,82881956
00:09:49;96,75630049;87,99564797;94,05039405;97,82487451;97,55456519
00:09:50;96,86482576;87,75386847;94,11699412;97,71332962;97,73740144
00:09:51;96,75630049;87,86266925;93,76179376;97,74679308;97,5202834
00:09:52;96,87688412;87,66924565;93,81729382;97,7244841;97,69169238
00:09:53;96,80453394;87,8384913;93,47319347;97,79141104;97,5202834
00:09:54;96,98540938;87,63297872;93,45099345;97,81372002;97,65741058
00:09:55;96,88894248;87,6934236;93,15129315;97,78025655;97,4860016
00:09:56;96,93717593;87,5;93,11799312;97,79141104;97,73740144
00:09:57;96,76835886;87,63297872;92,85159285;97,75794757;97,4860016
00:09:58;96,82865067;87,5;92,95149295;97,80256553;97,64598332
00:09:59;96,65983359;87,66924565;92,86269286;97,67986615;97,4517198
00:10:00;96,78041722;87,46373308;92,95149295;97,74679308;97,62312879
00:10:01;96,69600868;87,56044487;92,75169275;97,69102064;97,4517198
00:10:02;96,79247558;87,42746615;92,67399267;97,79141104;97,63455605
00:10:03;96,68395032;87,56044487;92,46309246;97,7244841;97,41743801
00:10:04;96,75630049;87,42746615;92,48529249;97,78025655;97,69169238
00:10:05;96,69600868;87,47582205;92,36319236;97,69102064;97,44029254
00:10:06;96,73218377;87,28239845;92,38539239;97,7244841;97,53171066
00:10:07;96,69600868;87,19777563;92,31879232;97,65755717;97,40601074
00:10:08;96,76835886;87,12524178;92,40759241;97,73563859;97,61170152
00:10:09;96,86482576;87,05270793;92,1966922;97,66871166;97,42886527
00:10:10;96,82865067;86,83510638;92,20779221;97,6240937;97,50885613
00:10:11;96,79247558;86,83510638;92,26329226;97,63524819;97,30316535
00:10:12;96,67189196;86,71421663;92,22999223;97,60178472;97,4517198
00:10:13;96,72012541;86,71421663;92,07459207;97,63524819;97,36030168
00:10:14;96,67189196;86,65377176;92,14119214;97,55716676;97,49742887
00:10:15;96,74424213;86,65377176;92,06349206;97,61293921;97,42886527
00:10:16;96,70806704;86,50870406;92,13009213;97,56832125;97,5202834
00:10:17;96,76835886;86,54497099;92,11899212;97,66871166;97,4517198
00:10:18;96,64777523;86,53288201;92,21889222;97,56832125;97,54313793
00:10:19;96,67189196;86,53288201;92,16339216;97,64640268;97,4517198
00:10:20;96,50307488;86,53288201;92,25219225;97,56832125;97,57741972
00:10:21;96,70806704;86,53288201;92,14119214;97,63524819;97,4860016
00:10:22;96,63571687;86,56914894;92,26329226;97,63524819;97,4517198
00:10:23;96,72012541;86,58123791;92,11899212;97,76910206;97,44029254
00:10:24;96,61160014;86,50870406;92,0967921;97,71332962;97,46314707
00:10:25;96,75630049;86,09767892;91,95249195;97,7244841;97,39458348
00:10:26;96,55130833;86,15812379;92,11899212;97,7244841;97,42886527
00:10:27;96,63571687;86,12185687;92,04129204;97,69102064;97,37172895
00:10:28;96,49101652;85,94052224;91,98579199;97,70217513;97,4517198
00:10:29;96,61160014;85,7229207;91,8969919;97,6240937;97,44029254
00:10:30;96,51513324;85,55367505;91,87479187;97,65755717;97,36030168
00:10:31;96,61160014;85,66247582;91,74159174;97,63524819;97,42886527
00:10:32;96,49101652;86,15812379;91,73049173;97,71332962;97,42886527
00:10:33;96,62365851;85,83172147;91,75269175;97,55716676;97,40601074
00:10:34;96,55130833;85,5294971;91,6971917;97,65755717;97,41743801
00:10:35;96,64777523;85,094294;91,6971917;97,54601227;97,34887441
00:10:36;96,50307488;85,5294971;91,71939172;97,59063023;97,33744715
00:10:37;96,64777523;85,66247582;91,77489177;97,50139431;97,37172895
00:10:38;96,59954178;85,577853;91,91919192;97,64640268;97,24602903
00:10:39;96,62365851;85,4327853;92,01909202;97,59063023;97,33744715
00:10:40;96,64777523;85,6745648;91,78599179;97,65755717;97,40601074
00:10:41;96,67189196;85,27562863;91,68609169;97,64640268;97,31459262
00:10:42;96,57542506;85,26353965;91,57509158;97,61293921;97,28031082
00:10:43;96,55130833;84,98549323;91,64169164;97,61293921;97,25745629
00:10:44;96,58748342;85,577853;91,65279165;97,57947574;97,25745629
00:10:45;96,61160014;85,46905222;91,7970918;97,61293921;97,39458348
00:10:46;96,76835886;85,39651838;91,97469197;97,57947574;97,26888356
00:10:47;96,64777523;85,08220503;92,14119214;97,59063023;97,37172895
00:10:48;96,64777523;85,40860735;92,25219225;97,52370329;97,33744715
00:10:49;96,51513324;85,20309478;92,37429237;97,66871166;97,36030168
00:10:50;96,61160014;85,22727273;92,28549229;97,56832125;97,24602903
00:10:51;96,53924997;85,00967118;92,30769231;97,60178472;97,34887441
00:10:52;96,65983359;85,05802708;92,36319236;97,49023982;97,25745629
00:10:53;96,51513324;84,93713733;92,58519259;97,59063023;97,39458348
00:10:54;96,58748342;85,03384913;92,5962926;97,5125488;97,24602903
00:10:55;96,39454962;84,97340426;92,74059274;97,53485778;97,33744715
00:10:56;96,53924997;85,00967118;92,82939283;97,50139431;97,24602903
00:10:57;96,39454962;84,85251451;92,97369297;97,55716676;97,30316535
00:10:58;96,41866635;84,92504836;92,90709291;97,5125488;97,17746543
00:10:59;96,29808272;84,87669246;92,98479298;97,47908533;97,32601988
00:11:00;96,55130833;84,92504836;93,00699301;97,5125488;97,16603817
00:11:01;96,43072471;84,84042553;93,14019314;97,52370329;97,30316535
00:11:02;96,49101652;84,84042553;93,15129315;97,53485778;97,12032911
00:11:03;96,273966;84,87669246;93,27339327;97,50139431;97,24602903
00:11:04;96,38249126;84,85251451;93,18459318;97,60178472;97,20031996
00:11:05;96,32219945;84,87669246;93,35109335;97,52370329;97,34887441
00:11:06;96,44278307;84,88878143;93,40659341;97,60178472;97,12032911
00:11:07;96,38249126;84,92504836;93,60639361;97,47908533;97,33744715
00:11:08;96,49101652;84,77998066;93,61749362;97,61293921;97,13175637
00:11:09;96,44278307;84,81624758;93,6951937;97,56832125;97,29173809
00:11:10;96,45484143;84,75580271;93,47319347;97,61293921;97,05176551
00:11:11;96,40660798;84,84042553;93,4953935;97,47908533;97,28031082
00:11:12;96,51513324;84,81624758;93,42879343;97,56832125;97,16603817
00:11:13;96,47895816;84,90087041;93,7950938;97,53485778;97,31459262
00:11:14;96,41866635;84,79206963;93,88389388;97,5125488;97,13175637
00:11:15;96,51513324;84,88878143;94,27239427;97,5125488;97,44029254
00:11:16;96,51513324;84,76789168;94,26129426;97,49023982;97,14318364
00:11:17;96,50307488;84,87669246;94,18359418;97,5125488;97,33744715
00:11:18;96,3704329;84,71953578;93,7950938;97,46793084;97,14318364
00:11:19;96,40660798;84,88878143;93,72849373;97,55716676;97,30316535
00:11:20;96,29808272;84,71953578;93,5952936;97,46793084;97,1888927
00:11:21;96,35837453;84,85251451;93,78399378;97,49023982;97,24602903
00:11:22;96,273966;84,68326886;94,12809413;97,37869492;96,97177465
00:11:23;96,4668998;84,87669246;94,23909424;97,5125488;97,36030168
00:11:24;96,33425781;84,74371373;94,05039405;97,42331288;97,07462004
00:11:25;96,43072471;84,90087041;94,02819403;97,54601227;97,31459262
00:11:26;96,24984927;84,75580271;93,82839383;97,5125488;97,00605645
00:11:27;96,38249126;84,94922631;93,83949384;97,57947574;97,22317449
00:11:28;96,24984927;84,81624758;93,67299367;97,45677635;97,00605645
00:11:29;96,4668998;84,93713733;93,65079365;97,49023982;97,29173809
00:11:30;96,34631617;84,79206963;93,66189366;97,49023982;96,96034739
00:11:31;96,47895816;84,93713733;93,6951937;97,54601227;97,36030168
00:11:32;96,28602436;84,81624758;93,76179376;97,49023982;97,05176551
00:11:33;96,35837453;84,88878143;94,27239427;97,41215839;97,25745629
00:11:34;96,24984927;84,77998066;94,46109446;97,46793084;96,98320192
00:11:35;96,4668998;84,92504836;94,69419469;97,46793084;97,29173809
00:11:36;96,28602436;84,86460348;94,69419469;97,55716676;97,01748372
00:11:37;96,34631617;84,96131528;94,89399489;97,43446737;97,24602903
00:11:38;96,23779091;84,85251451;94,77189477;97,54601227;96,91463833
00:11:39;96,33425781;84,92504836;94,70529471;97,44562186;97,22317449
00:11:40;96,26190763;84,88878143;94,47219447;97,49023982;97,00605645
00:11:41;96,273966;84,93713733;94,44999445;97,4010039;97,13175637
00:11:42;96,26190763;84,86460348;94,23909424;97,5125488;96,96034739
00:11:43;96,33425781;84,81624758;94,16139416;97,44562186;97,1888927
00:11:44;96,33425781;84,57446809;93,95049395;97,55716676;96,99462919
00:11:45;96,28602436;84,36895551;93,81729382;97,47908533;97,17746543
00:11:46;96,31014108;84,38104449;93,71739372;97,60178472;96,92606559
00:11:47;96,26190763;84,24806576;93,66189366;97,49023982;97,12032911
00:11:48;96,23779091;84,45357834;93,52869353;97,45677635;96,94892012
00:11:49;96,16544073;84,68326886;93,52869353;97,43446737;97,06319278
00:11:50;96,32219945;84,58655706;93,31779332;97,4010039;96,94892012
00:11:51;96,33425781;84,27224371;93,25119325;97,43446737;97,1546109
00:11:52;96,35837453;84,29642166;93,24009324;97,31176799;97,01748372
00:11:53;96,16544073;84,17553191;93,1956932;97,38984941;97,14318364
00:11:54;96,21367418;84,21179884;93,01809302;97,31176799;96,92606559
00:11:55;96,10514892;84,07882012;92,88489288;97,35638595;97,09747457
00:11:56;96,18955746;84,15135397;92,74059274;97,24484105;96,99462919
00:11:57;96,0810322;83,99419729;92,66289266;97,4010039;96,98320192
00:11:58;96,29808272;84,09090909;92,45199245;97,38984941;96,91463833
00:11:59;96,14132401;83,90957447;92,26329226;97,43446737;97,08604731
00:12:00;96,28602436;84,05464217;92,21889222;97,28945901;96,92606559
00:12:01;96,09309056;83,90957447;92,18559219;97,31176799;96,98320192
00:12:02;96,23779091;84,03046422;91,996892;97,32292248;96,8232202
00:12:03;96,00868202;83,80077369;91,76379176;97,38984941;96,97177465
00:12:04;96,11720728;83,93375242;91,47519148;97,32292248;96,91463833
00:12:05;95,96044857;83,77659574;91,15329115;97,33407697;96,93749286
00:12:06;96,23779091;83,92166344;90,83139083;97,34523146;96,88035653
00:12:07;96,09309056;83,82495164;90,50949051;97,3006135;97,02891098
00:12:08;96,22573255;84,04255319;90,32079032;97,36754044;96,857502
00:12:09;96,04485711;83,75241779;90,26529027;97,3006135;96,90321106
00:12:10;96,11720728;83,82495164;90,04329004;97,36754044;96,86892927
00:12:11;96,05691547;83,66779497;89,92118992;97,26715003;96,98320192
00:12:12;96,12926565;83,75241779;89,88788989;97,4010039;96,97177465
00:12:13;96,16544073;83,5106383;89,86568987;97,32292248;96,92606559
00:12:14;96,31014108;83,63152805;89,7990898;97,38984941;96,92606559
00:12:15;96,22573255;83,61943907;89,73248973;97,32292248;97,04033825
00:12:16;96,14132401;83,75241779;89,61038961;97,46793084;96,91463833
00:12:17;96,06897383;83,69197292;89,45498945;97,38984941;96,91463833
00:12:18;96,04485711;83,76450677;89,35508936;97,41215839;96,91463833
00:12:19;96,0810322;83,67988395;89,31068931;97,34523146;96,86892927
00:12:20;96,00868202;83,89748549;89,2995893;97,36754044;96,84607473
00:12:21;96,16544073;83,75241779;89,1996892;97,34523146;96,81179294
00:12:22;96,09309056;83,54690522;89,17748918;97,25599554;96,8232202
00:12:23;96,14132401;83,47437137;89,16638917;97,34523146;96,90321106
00:12:24;95,96044857;83,63152805;89,22188922;97,27830452;96,90321106
00:12:25;96,03279875;83,66779497;89,2995893;97,38984941;96,83464747
00:12:26;95,92427348;83,6073501;89,1996892;97,28945901;96,93749286
00:12:27;96,0810322;83,58317215;89,03318903;97,36754044;96,857502
00:12:28;95,97250693;83,47437137;88,91108891;97,27830452;96,88035653
00:12:29;96,16544073;83,71615087;88,8999889;97,37869492;96,80036567
00:12:30;95,99662366;83,64361702;88,8999889;97,24484105;96,78893841
00:12:31;96,05691547;83,67988395;88,97768898;97,37869492;96,70894755
00:12:32;95,90015676;83,66779497;88,999889;97,25599554;96,72037481
00:12:33;96,09309056;83,58317215;89,06648907;97,32292248;96,65181122
00:12:34;95,97250693;83,35348162;89,07758908;97,3006135;96,81179294
00:12:35;96,09309056;83,3172147;89,03318903;97,33407697;96,72037481
00:12:36;95,94839021;83,23259188;89,02208902;97,34523146;96,857502
00:12:37;96,14132401;83,63152805;89,13308913;97,33407697;96,72037481
00:12:38;95,96044857;83,5589942;89,22188922;97,4010039;96,75465661
00:12:39;96,05691547;83,47437137;89,37728938;97,32292248;96,70894755
00:12:40;95,8880984;83,18423598;89,33288933;97,34523146;96,80036567
00:12:41;96,03279875;83,25676983;89,42168942;97,25599554;96,64038396
00:12:42;95,97250693;83,06334623;89,46608947;97,35638595;96,78893841
00:12:43;96,11720728;83,1237911;89,3994894;97,24484105;96,67466575
00:12:44;95,99662366;82,91827853;89,43278943;97,34523146;96,74322935
00:12:45;96,02074038;83,0270793;89,44388944;97,31176799;96,62895669
00:12:46;95,93633185;82,83365571;89,31068931;97,4010039;96,74322935
00:12:47;95,99662366;83,00290135;89,41058941;97,26715003;96,67466575
00:12:48;95,9845653;82,89410058;89,53268953;97,3006135;96,80036567
00:12:49;96,00868202;83,09961315;89,72138972;97,24484105;96,57182036
00:12:50;96,05691547;82,95454545;89,81018981;97,24484105;96,80036567
00:12:51;96,0810322;83,08752418;89,95448995;97,22253207;96,59467489
00:12:52;96,10514892;82,91827853;90,0987901;97,21137758;96,75465661
00:12:53;96,02074038;83,06334623;90,33189033;97,3006135;96,67466575
